Amostra 810	0.36604214	0.48613736	0.28305256	0.78895926	0.55381507	0.7628834	0.3642857	0.5987395	0.57255304	0.2743823	1
Amostra 811	0.36018732	0.48597983	0.2761613	0.80031693	0.5485093	0.7613026	0.36870742	0.6116447	0.52943194	0.30786735	1
Amostra 812	0.3444965	0.48928794	0.2815212	0.7913365	0.5497726	0.78343344	0.34727886	0.6002401	0.49418208	0.37646294	1
Amostra 813	0.35690865	0.48172653	0.22817762	0.79556257	0.56846887	0.7145116	0.44625846	0.52040815	0.62251884	0.3140442	1
Amostra 814	0.35761124	0.48015124	0.19372128	0.7976756	0.5626579	0.7047108	0.45714283	0.5543217	0.63586587	0.2473992	1
Amostra 815	0.31428573	0.4936988	0.21465032	0.7979397	0.5485093	0.74834025	0.355102	0.6467587	0.51574266	0.2207412	1
Amostra 822	0.29016396	0.5597038	0.47651863	0.6241415	0.262001	0.4916219	0.76666665	0.4780912	1.0	0.6017555	1
Amostra 823	0.24379389	0.5522999	0.5354773	0.69202316	0.28196058	0.44451472	0.70748293	0.45348138	0.9647502	0.56046814	1
Amostra 870	0.1405152	0.66729677	0.41628382	0.6788167	0.38276908	0.41258302	0.5778911	0.59963983	0.6786448	0.24837449	1
Amostra 900	0.51030445	0.4746377	0.3435426	0.5668251	0.32668015	0.7024977	0.32721087	0.59183675	0.54585904	0.27860856	1
Amostra 901	0.5304449	0.46046	0.33690658	0.5802958	0.3077312	0.6753082	0.33163264	0.65876347	0.528063	0.2724317	1
Amostra 902	0.5508197	0.45699432	0.34379786	0.57527727	0.29787773	0.7037623	0.31598637	0.67497003	0.482204	0.30981794	1
Amostra 905	0.59601873	0.4395085	0.3289944	0.56788164	0.2680647	0.65633893	0.327551	0.677671	0.50752914	0.3150195	1
Amostra 913	0.5489461	0.41981727	0.4262379	0.7934495	0.31430015	0.62567186	0.377551	0.7358944	0.6101985	0.39791936	1
Amostra 914	0.58711946	0.4031191	0.40301174	0.7868462	0.32516426	0.5943725	0.38707483	0.67346936	0.670089	0.32022107	1
Amostra 915	0.6203747	0.41509137	0.3948443	0.7242472	0.2728651	0.64622194	0.4153061	0.7046819	0.6731691	0.29583874	1
Amostra 916	0.62786883	0.43572778	0.39586523	0.69175905	0.24583124	0.68036675	0.43197277	0.7328931	0.6293635	0.29583874	1
Amostra 917	0.63021076	0.44013864	0.3899949	0.7144743	0.25871652	0.62756884	0.4316326	0.7629051	0.5835045	0.32444733	1
Amostra 932	0.5070258	0.4310019	0.4247065	0.61912304	0.42622536	0.5327221	0.55170065	0.64765906	0.491102	0.23602079	1
Amostra 933	0.5163934	0.42233774	0.4114344	0.62176436	0.41232947	0.49225423	0.5948979	0.61314523	0.5393566	0.20351103	1
Amostra 934	0.52412176	0.40611216	0.41807044	0.6320655	0.40904498	0.45083782	0.6071428	0.6065426	0.57700205	0.18628088	1
---------------------------------------------------------

Grupo 1: 

---------------------------------------------------------
Amostra 378	0.62318504	0.6148393	0.6562022	0.33016375	0.3145528	0.29370853	0.45816323	0.6764706	0.5629706	0.3546814	2
Amostra 379	0.6210773	0.56301194	0.7388974	0.37189645	0.2652855	0.3038255	0.43639454	0.6806723	0.5759754	0.39336798	2
Amostra 384	0.5744731	0.5263075	0.55564064	0.22873746	0.3638201	0.29307622	0.82244897	0.43967587	0.39664614	0.51592976	2
Amostra 385	0.55035126	0.53008825	0.52986217	0.25647122	0.37493685	0.36452737	0.8006802	0.41926768	0.38740587	0.46423927	2
Amostra 386	0.5348946	0.547574	0.49897906	0.24379292	0.4062658	0.44925705	0.7993197	0.34813926	0.38945928	0.4327048	2
Amostra 387	0.53208435	0.5404852	0.5196529	0.3169572	0.3150581	0.48466647	0.802721	0.37755102	0.29739904	0.48342	2
Amostra 388	0.5210773	0.5270952	0.5553854	0.35023773	0.3155634	0.40625992	0.83435374	0.41266507	0.24229982	0.51072824	2
Amostra 389	0.5313817	0.53008825	0.54466563	0.27601692	0.38327438	0.39108443	0.81666666	0.44537812	0.29055443	0.4697659	2
Amostra 390	0.5400468	0.56474483	0.4668198	0.37797144	0.25416878	0.34334493	0.68163264	0.53331333	0.4982889	0.3263979	2
Amostra 391	0.5454333	0.5417454	0.48443085	0.41785523	0.24305207	0.26873225	0.71700674	0.5387155	0.52019167	0.34590372	2
Amostra 396	0.6377049	0.64524263	0.5737621	0.28499734	0.19504802	0.35409424	0.5571428	0.6683673	0.22142369	0.44538358	2
Amostra 397	0.6320843	0.6458727	0.5911179	0.27047014	0.15967663	0.38476133	0.5455782	0.65786314	0.2433265	0.41222364	2
Amostra 398	0.6201405	0.6463453	0.5625319	0.27496037	0.13491663	0.3932975	0.5639456	0.6680672	0.22826834	0.4304291	2
Amostra 399	0.6112412	0.63153744	0.55257785	0.3048072	0.115462385	0.33670568	0.5914966	0.6911765	0.2539357	0.39629388	2
Amostra 400	0.6021077	0.6266541	0.5467075	0.31141046	0.12076807	0.28454003	0.6163265	0.6737695	0.32922658	0.36053315	2
Amostra 401	0.5978923	0.63216764	0.53726393	0.29027995	0.123041965	0.28991467	0.6166666	0.6533614	0.36892542	0.3680104	2
Amostra 405	0.32388756	0.5735665	0.42138848	0.28156364	0.4196564	0.3009801	0.9214286	0.33553421	0.45790556	0.58420026	2
Amostra 420	0.5782201	0.63059235	0.6018377	0.24273638	0.39262256	0.5387291	0.5465986	0.6194478	0.57015747	0.24089725	2
Amostra 421	0.5744731	0.6479206	0.5627871	0.25356576	0.414856	0.5134367	0.5636054	0.6257503	0.5598905	0.23764628	2
Amostra 422	0.56697893	0.6205104	0.643951	0.25594294	0.3847903	0.52070826	0.5561224	0.60504204	0.59787816	0.25032508	2
Amostra 423	0.5880562	0.6238185	0.62378764	0.23269941	0.37923196	0.55422074	0.5795918	0.5837335	0.5862423	0.24154745	2
Amostra 474	0.63559717	0.45384374	0.47626337	0.25435817	0.4802931	0.2162504	0.91734695	0.42466986	0.27515402	0.7070871	2
Amostra 486	0.6735363	0.6568998	0.5594691	0.26122558	0.37443155	0.37527665	0.5636054	0.52220887	0.16666667	0.58192456	2
Amostra 487	0.6693209	0.65705734	0.52424705	0.3211833	0.35674587	0.37780592	0.6112245	0.469988	0.13928819	0.66319895	2
Amostra 488	0.65480095	0.5971959	0.56202143	0.39461172	0.30949977	0.35377806	0.6255102	0.46218485	0.13894594	0.666775	2
Amostra 489	0.6299766	0.5584436	0.5640633	0.44347593	0.3077312	0.3509327	0.64115644	0.37965184	0.14921287	0.686606	2
Amostra 504	0.62318504	0.57734716	0.34456357	0.39593238	0.29787773	0.3329118	0.54013604	0.60504204	0.3610541	0.47984394	2
Amostra 505	0.6259953	0.571046	0.37212864	0.41072372	0.30444673	0.32785332	0.50306123	0.6386555	0.30835047	0.52210665	2
Amostra 506	0.6299766	0.56033397	0.39127105	0.43343896	0.30545732	0.34429342	0.4908163	0.6380552	0.31108832	0.51625484	2
Amostra 522	0.6128805	0.60775054	0.5403267	0.23375595	0.49267307	0.4271262	0.47619045	0.41656664	0.30184805	0.56957084	2
Amostra 568	0.35807964	0.77914304	0.64522713	0.23798203	0.3087418	0.2731584	0.6901361	0.5843337	0.30492815	0.44278285	2
Amostra 569	0.36299765	0.7151859	0.6049004	0.30956152	0.34663972	0.29339236	0.75612247	0.502401	0.35352498	0.32282183	2
Amostra 570	0.4266979	0.6357908	0.45354772	0.36529317	0.37544215	0.2997155	0.7863945	0.5210084	0.5143737	0.22789337	2
Amostra 571	0.4348946	0.64965343	0.4083716	0.37480187	0.3981809	0.35693964	0.82925165	0.4840936	0.44866535	0.21358906	2
Amostra 572	0.46252924	0.6331128	0.42904544	0.31933436	0.43986863	0.37748975	0.82517004	0.5429172	0.45037645	0.19668397	2
Amostra 573	0.48875877	0.6312224	0.4160286	0.28394082	0.45856494	0.4498894	0.81156456	0.53061223	0.49247092	0.25390115	2
Amostra 579	0.5360656	0.6135791	0.6893823	0.40438455	0.16422437	0.20961115	0.5380952	0.8022208	0.33470228	0.30006498	2
Amostra 580	0.51194376	0.6277568	0.5972435	0.3631801	0.1988378	0.27979767	0.6465986	0.71788716	0.2029432	0.33420023	2
Amostra 581	0.49484774	0.59845626	0.5541092	0.2871104	0.26402223	0.3544104	0.67414963	0.64225686	0.22655718	0.31631988	2
Amostra 582	0.34238875	0.67611843	0.4420623	0.25277337	0.3691258	0.3303826	0.77482986	0.6581632	0.0	0.5877763	2
Amostra 583	0.31007022	0.70037806	0.44614598	0.18991019	0.39893886	0.36863738	0.7163265	0.6821729	0.0013689486	0.6381664	2
Amostra 584	0.28946137	0.68367994	0.5056151	0.15372424	0.41662458	0.40151757	0.6438775	0.66986793	0.10403834	0.61248374	2
Amostra 585	0.29555038	0.67170763	0.4706483	0.11172742	0.4931784	0.5071136	0.60748297	0.6290516	0.045859024	0.6007802	2
Amostra 586	0.30843088	0.65910524	0.38769782	0.19492868	0.5042951	0.4283908	0.72380954	0.6005402	0.03353869	0.58550066	2
Amostra 587	0.26838407	0.6537492	0.41628382	0.31378764	0.40272865	0.33765417	0.8136054	0.5780312	0.055099253	0.6345903	2
Amostra 594	0.44824356	0.65437937	0.41551813	0.29265714	0.27968672	0.5165982	0.6207483	0.64465785	0.37132102	0.33094925	2
Amostra 600	0.52412176	0.76102704	0.5336907	0.1822504	0.36836785	0.55611765	0.6224489	0.69087636	0.5999316	0.18920673	2
Amostra 601	0.5072599	0.72243226	0.6784074	0.21236132	0.27791816	0.5564338	0.6428571	0.6572629	0.67693365	0.2630039	2
Amostra 602	0.512178	0.7142407	0.7240939	0.21975699	0.23850432	0.5399937	0.7119047	0.6167467	0.6872006	0.32997397	2
Amostra 603	0.5250585	0.69344676	0.76339966	0.24352878	0.19100556	0.48687956	0.7472789	0.59093636	0.71252567	0.37548763	2
Amostra 604	0.529274	0.61657214	0.8471159	0.2699419	0.15790805	0.35030037	0.77993196	0.5495198	0.7628337	0.4164499	2
Amostra 612	0.58758783	0.7671707	0.48928025	0.097200215	0.35826176	0.583307	0.6598639	0.51590633	0.20533882	0.543238	2
Amostra 613	0.5702576	0.76102704	0.5237366	0.096407816	0.3928752	0.66677207	0.59795916	0.4765906	0.21457908	0.53316	2
Amostra 614	0.5416862	0.7351922	0.5303727	0.10987851	0.3890854	0.6822637	0.60442173	0.45738292	0.18651612	0.5156047	2
Amostra 615	0.53676814	0.7488973	0.4247065	0.1737982	0.43228903	0.59468865	0.72993195	0.44207683	0.15092403	0.5861508	2
Amostra 625	0.51147544	0.6580025	0.43083206	0.25277337	0.41030824	0.5943725	0.7537415	0.5330132	0.28644764	0.5260078	2
Amostra 626	0.50655735	0.64445496	0.45533434	0.26756468	0.37594748	0.55516917	0.7520408	0.5939376	0.34291586	0.5289337	2
Amostra 666	0.23442622	0.7188091	0.60770804	0.042789236	0.3648307	0.4347139	0.7197279	0.6377551	0.5400411	0.29778934	2
Amostra 667	0.20374705	0.7542533	0.5191424	0.09561542	0.41889843	0.42554536	0.7329932	0.62845135	0.41546887	0.29356304	2
Amostra 668	0.19367684	0.78686196	0.40377745	0.11727418	0.49696818	0.42175153	0.79795915	0.5861345	0.34223136	0.2760078	2
Amostra 669	0.1859485	0.7937933	0.3221031	0.14685684	0.54775137	0.4337654	0.8238095	0.5480192	0.29295003	0.28966188	2
Amostra 670	0.18641686	0.7893825	0.29964268	0.15689382	0.5798383	0.45083782	0.8544218	0.5141056	0.26967832	0.30299088	2
Amostra 671	0.1892272	0.76811594	0.39356816	0.12546223	0.54775137	0.39361367	0.86394554	0.5291116	0.38877484	0.3442783	2
Amostra 672	0.19625288	0.93210465	0.43261868	0.020338092	0.48635674	0.45305094	0.5880952	0.72809124	0.16495551	0.45513654	2
Amostra 673	0.17259952	0.92044735	0.36191934	0.0	0.5720061	0.5959532	0.5469387	0.6512605	0.0882957	0.49187258	2
Amostra 705	0.42716625	0.71833646	0.44410414	0.18753302	0.31000507	0.54600066	0.8204081	0.5261105	0.39561945	0.33940178	2
Amostra 706	0.42646366	0.7397606	0.4515059	0.19598521	0.31733197	0.5134367	0.84897953	0.5546219	0.38706368	0.31079322	2
Amostra 707	0.42505857	0.8098614	0.37212864	0.2128896	0.39262256	0.51090735	0.93401355	0.4564826	0.3216975	0.36345905	2
Amostra 744	0.26510537	0.6201954	0.62251145	0.28895932	0.5965134	0.536516	0.63673466	0.51860744	0.36516088	0.24447334	2
Amostra 745	0.2669789	0.63453054	0.57554877	0.30295828	0.62733704	0.483718	0.65238094	0.53811526	0.30527037	0.26690504	2
Amostra 746	0.26768154	0.60491496	0.61740685	0.33201268	0.56922686	0.4375593	0.67687076	0.56122446	0.36618757	0.25487643	2
Amostra 747	0.26323187	0.6031821	0.6661562	0.3322768	0.56720567	0.4141638	0.64693874	0.53661466	0.39014378	0.25812742	2
Amostra 748	0.25339574	0.6238185	0.7133742	0.3391442	0.566953	0.38855523	0.59047616	0.48049217	0.3884326	0.2506502	2
Amostra 749	0.26557374	0.6011342	0.6447167	0.39381933	0.59247094	0.38855523	0.63299316	0.5078031	0.32683095	0.23276982	2
Amostra 756	0.28735363	0.5614367	0.6084737	0.18541996	0.6124305	0.36452737	0.8142857	0.8091237	0.12320329	0.4492848	2
Amostra 757	0.2730679	0.5461563	0.6858091	0.17538299	0.59171295	0.38665828	0.7353741	0.8313325	0.13894594	0.45838752	2
Amostra 758	0.25854802	0.5425331	0.6873405	0.15795034	0.62177867	0.46443254	0.6595238	0.7172869	0.09787817	0.53316	2
Amostra 759	0.26721308	0.55576557	0.5632976	0.181458	0.71323895	0.48024032	0.60544217	0.5948379	0.055783708	0.6079323	2
Amostra 760	0.2751757	0.5379647	0.5441552	0.21315372	0.7488631	0.47391722	0.5183673	0.5402161	0.068788536	0.6144343	2
Amostra 762	0.17400469	0.84987396	0.52756506	0.055995774	0.6227893	0.45399943	0.48537412	0.48229292	0.124914445	0.5422627	2
Amostra 763	0.17330205	0.84593576	0.42827973	0.13946117	0.7006064	0.4347139	0.53639454	0.43067226	0.01984945	0.5386866	2
Amostra 764	0.17236535	0.8408948	0.3981623	0.19307977	0.6887317	0.4049953	0.59897953	0.4189676	0.09479811	0.4837451	2
Amostra 765	0.14777519	0.84908634	0.44257274	0.14791337	0.6677615	0.42175153	0.562585	0.44237694	0.122176595	0.5074772	2
Amostra 766	0.12880567	0.8678324	0.5079122	0.102482826	0.61192524	0.40878913	0.5163265	0.49159664	0.0882957	0.5663199	2
Amostra 767	0.13114753	0.8695652	0.4247065	0.15266773	0.70565945	0.436927	0.4207483	0.4162665	0.09240246	0.6063069	2
Amostra 787	0.2519906	0.7758349	0.44308323	0.35472792	0.33804953	0.62187797	0.6914966	0.62454975	0.24982889	0.4320546	2
Amostra 788	0.26159254	0.7655955	0.41909137	0.36529317	0.4014654	0.56908	0.74931973	0.5822329	0.41101986	0.3910923	2
Amostra 793	0.30491805	0.7794581	0.46937212	0.3954041	0.44517434	0.32722104	0.6670068	0.48889554	0.5479124	0.46423927	2
Amostra 804	0.28899297	0.6695022	0.7136294	0.30375066	0.5439616	0.522289	0.41496596	0.53571427	0.32135525	0.33192456	2
Amostra 805	0.30140513	0.63011974	0.7404288	0.33122027	0.5323396	0.546633	0.45884353	0.5537215	0.37850785	0.34557867	2
Amostra 806	0.30257612	0.6063327	0.75497705	0.3552562	0.5267812	0.54252297	0.47925165	0.5717287	0.37953457	0.3709363	2
Amostra 807	0.2962529	0.60160685	0.7488515	0.37189645	0.5482567	0.5134367	0.48809522	0.59213686	0.3340178	0.36898568	2
Amostra 808	0.2948478	0.5927851	0.70801425	0.37533015	0.5730167	0.5463168	0.49319723	0.57202876	0.3175907	0.34362808	2
Amostra 809	0.28829038	0.58805925	0.65211844	0.37823558	0.5972713	0.5896301	0.45850337	0.54441774	0.28747436	0.38361508	2
Amostra 821	0.06252932	0.72448015	0.6385912	0.39302692	0.3875695	0.59532094	0.63741493	0.47689074	0.3969884	0.666775	2
Amostra 834	0.24613586	0.64398235	0.776927	0.53169566	0.6849418	0.41511223	0.43027204	0.6233493	0.21013007	0.29226264	2
Amostra 835	0.2395784	0.6160996	0.7628892	0.51796085	0.72309244	0.3891875	0.5139455	0.6290516	0.25290897	0.24934979	2
Amostra 836	0.21007022	0.56647766	0.78279734	0.44585314	0.7147549	0.4325008	0.49965984	0.6323529	0.23819304	0.18563068	2
Amostra 837	0.18009369	0.61137366	0.786881	0.4226096	0.6980798	0.4789757	0.47517005	0.6203481	0.26865163	0.18140441	2
Amostra 838	0.16721305	0.67611843	0.7901991	0.40253565	0.70742804	0.48846036	0.512585	0.64645857	0.31108832	0.20871261	2
Amostra 839	0.15620604	0.6805293	0.8971414	0.36793447	0.65032846	0.5437876	0.4908163	0.65366143	0.394935	0.18888165	2
Amostra 840	0.12107733	0.7093573	0.34047985	0.55758053	0.65159166	0.35852042	0.67721087	0.38835534	0.4616701	0.09135237	2
Amostra 845	0.07634655	0.8256144	0.39280245	0.47068146	0.60181904	0.22605124	0.6690476	0.38415366	0.5581794	0.05266578	2
Amostra 846	0.057845373	0.63862634	0.7557427	0.38457474	0.6427489	0.16060703	0.6363945	0.5303121	0.120807685	0.47431728	2
Amostra 847	0.044730674	0.602552	0.7782032	0.33623874	0.6715512	0.2440721	0.6496598	0.57743096	0.07049969	0.4593628	2
Amostra 848	0.033255316	0.53449905	0.84558445	0.29978868	0.68292063	0.3101486	0.62755096	0.68847543	0.068788536	0.446684	2
Amostra 849	0.030679166	0.5537177	0.88259315	0.2733756	0.66397166	0.33575723	0.5717687	0.6434574	0.10061603	0.44863456	2
Amostra 850	0.012412172	0.5926276	0.9063298	0.28156364	0.62632644	0.32121405	0.5057823	0.6332533	0.104380585	0.46521458	2
Amostra 851	0.0	0.60144925	0.8440531	0.28420493	0.65032846	0.33575723	0.56598634	0.6551621	0.07665981	0.44733417	2
Amostra 882	0.17330205	0.7035287	0.59367025	0.4030639	0.45477512	0.3926652	0.45442176	0.6638655	0.30698153	0.24284783	2
Amostra 883	0.19320838	0.68194705	0.6539051	0.36740622	0.427236	0.4432501	0.4248299	0.6689676	0.3545517	0.21781534	2
Amostra 884	0.2173302	0.6463453	0.7103114	0.39487582	0.39994946	0.4227	0.41496596	0.6866747	0.4356605	0.18433027	2
Amostra 887	0.15058552	0.7274732	0.63348645	0.34786052	0.39944416	0.41574457	0.46564624	0.74399763	0.3586585	0.21293887	2
Amostra 924	0.5388759	0.3453056	0.5995406	0.27126256	0.5664477	0.35599118	0.6649659	0.61524606	0.24469543	0.4847204	2
Amostra 925	0.53583133	0.34546316	0.575804	0.29107234	0.5563416	0.34808728	0.6598639	0.5954382	0.20568107	0.49512354	2
Amostra 926	0.51311475	0.36342156	0.5740174	0.29661912	0.5596261	0.3386026	0.6493197	0.5570228	0.2005476	0.4970741	2
Amostra 927	0.5234192	0.36342156	0.57810104	0.3460116	0.5578575	0.28074613	0.6857143	0.54321724	0.17385353	0.50552666	2
Amostra 928	0.5538642	0.35979834	0.5788667	0.35023773	0.56038404	0.28833386	0.6731292	0.54081637	0.14784396	0.5393368	2
Amostra 929	0.5854801	0.3536547	0.6288923	0.3861595	0.56291056	0.21751504	0.65272105	0.5309124	0.19267628	0.46293885	2
Amostra 936	0.6283372	0.4035917	0.59800917	0.32699418	0.5179384	0.34650648	0.507483	0.59243697	0.07323751	0.5247074	2
Amostra 937	0.5962529	0.4579395	0.5367534	0.34284204	0.53714	0.33828646	0.53401357	0.53151256	0.018822748	0.6173602	2
Amostra 960	0.38946134	0.45447385	0.4178152	0.47094557	0.5798383	0.36484352	0.6802721	0.6470588	0.16495551	0.43758127	2
Amostra 961	0.35222483	0.4347826	0.5086779	0.47834125	0.5836281	0.323111	0.60238093	0.69687873	0.25906914	0.41352403	2
Amostra 962	0.33302107	0.42438564	0.53981626	0.522187	0.56846887	0.32279482	0.5493197	0.689976	0.30492815	0.4190507	2
Amostra 963	0.3564403	0.41603655	0.5354773	0.47147384	0.5717534	0.37274742	0.5758503	0.6911765	0.34291586	0.3670351	2
Amostra 964	0.36299765	0.4042218	0.52424705	0.4619651	0.5621526	0.37907052	0.6064626	0.6614646	0.4099932	0.38133937	2
---------------------------------------------------------

Grupo 2: 

---------------------------------------------------------
Amostra 300	0.6365339	0.4183995	0.39765185	0.4949815	0.44416374	0.26493835	0.58639455	0.17917167	0.44592744	0.65929776	3
Amostra 301	0.6313817	0.41178325	0.42036757	0.5071315	0.41308743	0.2952893	0.5387755	0.18397358	0.4551677	0.6007802	3
Amostra 302	0.6086651	0.42170763	0.41271058	0.49630216	0.42420417	0.31868482	0.50238097	0.19117646	0.43771392	0.57444733	3
Amostra 310	0.7423888	0.53449905	0.48545176	0.5171685	0.4287519	0.17230478	0.5221088	0.31782714	0.29500344	0.6284135	3
Amostra 324	0.75363	0.47243226	0.3463502	0.5190174	0.22839817	0.41764152	0.59455776	0.3760504	0.45140317	0.3680104	3
Amostra 325	0.76346606	0.46597356	0.3695763	0.52694136	0.2427994	0.3733797	0.635034	0.35564223	0.4842574	0.3481794	3
Amostra 326	0.7688525	0.44927534	0.38029608	0.5496566	0.21222843	0.38476133	0.60748297	0.38985595	0.49486658	0.33907673	3
Amostra 327	0.76955503	0.439666	0.3797856	0.5396196	0.21652351	0.32975024	0.6537415	0.38925567	0.50376457	0.343303	3
Amostra 328	0.7641686	0.44265908	0.3764676	0.5139989	0.22688228	0.32216254	0.6792517	0.387455	0.491102	0.35890767	3
Amostra 329	0.752459	0.43651542	0.3782542	0.50924456	0.22511372	0.39013594	0.61564624	0.43337336	0.44284737	0.38686603	3
Amostra 348	0.53395784	0.4921235	0.40607452	0.55309033	0.2847398	0.42364848	0.5948979	0.30522206	0.48254624	0.7395969	3
Amostra 352	0.47236532	0.45100817	0.43721288	0.5871632	0.26275897	0.45969018	0.5969387	0.25300118	0.5509925	0.7171651	3
Amostra 360	0.6119438	0.5059861	0.41883615	0.65266776	0.124810524	0.5058489	0.6568027	0.34303722	0.6468173	0.41742522	3
Amostra 392	0.5508197	0.55592316	0.46222562	0.39804542	0.26301163	0.27726844	0.7717687	0.47959185	0.50376457	0.33940178	3
Amostra 393	0.5538642	0.58349085	0.43568146	0.33174855	0.3087418	0.34018338	0.7765306	0.430072	0.51300484	0.30364108	3
Amostra 394	0.54496485	0.5825457	0.43976521	0.34363443	0.28094998	0.3784382	0.764966	0.42797118	0.5462013	0.27080622	3
Amostra 395	0.5416862	0.5820731	0.42802453	0.36080295	0.2433047	0.40594375	0.757483	0.45348138	0.5253252	0.2613784	3
Amostra 450	0.552459	0.50220543	0.4420623	0.59006864	0.1361799	0.53461903	0.5965986	0.31422567	0.63347024	0.42750323	3
Amostra 451	0.55854803	0.5162256	0.44640124	0.5837295	0.11571502	0.5611762	0.60612243	0.31092438	0.63963044	0.39726916	3
Amostra 452	0.5442623	0.53638947	0.42291987	0.55229795	0.14401214	0.5229213	0.67517	0.27340937	0.6228611	0.4154746	3
Amostra 453	0.5142857	0.5522999	0.40530884	0.52377176	0.20111169	0.436927	0.73027205	0.25240093	0.56399727	0.49544862	3
Amostra 454	0.4969555	0.56915563	0.38642162	0.49445322	0.24204144	0.4359785	0.72619045	0.25300118	0.5246407	0.533485	3
Amostra 480	0.59156907	0.51118463	0.4160286	0.3808769	0.3762001	0.41732535	0.57142854	0.43577433	0.47741273	0.43465537	3
Amostra 482	0.63559717	0.46723378	0.47983664	0.3774432	0.3580091	0.45779324	0.5544218	0.46968788	0.5314853	0.38133937	3
Amostra 483	0.6323185	0.43872088	0.49310872	0.43185416	0.35169277	0.46380022	0.52074826	0.5441176	0.50479126	0.33452535	3
Amostra 500	0.6056206	0.44502205	0.71082187	0.45773903	0.27210715	0.50015813	0.5455782	0.5690276	0.6690623	0.41189855	3
Amostra 501	0.58899295	0.39918083	0.74604386	0.54569465	0.24406266	0.5188113	0.54387754	0.56062424	0.6143053	0.43758127	3
